angular_position,angular_speed,angular_acceleration,u
4.77938e-05,-0.000190092,0,4.14897e-12
4.68433e-05,-0.000198403,0,4.02694e-12
4.58513e-05,-0.000206379,0,3.9085e-12
4.48194e-05,-0.000214014,0,3.79354e-12
4.37493e-05,-0.000221305,0,3.68197e-12
4.26428e-05,-0.000228247,0,3.57367e-12
4.15016e-05,-0.000234836,0,3.46857e-12
4.03274e-05,-0.000241071,0,3.36655e-12
3.9122e-05,-0.000246947,0,3.26753e-12
3.78873e-05,-0.000252464,0,3.17143e-12
3.6625e-05,-0.000257619,0,3.07815e-12
3.53369e-05,-0.000262412,0,2.98762e-12
3.40248e-05,-0.00026684,0,2.89975e-12
3.26906e-05,-0.000270905,0,2.81446e-12
3.13361e-05,-0.000274605,0,2.73168e-12
2.99631e-05,-0.000277943,0,2.65134e-12
2.85733e-05,-0.000280917,0,2.57336e-12
2.71688e-05,-0.00028353,0,2.49767e-12
2.57511e-05,-0.000285783,0,2.42421e-12
2.43222e-05,-0.000287678,0,2.35291e-12
2.28838e-05,-0.000289219,0,2.28371e-12
2.14377e-05,-0.000290406,0,2.21654e-12
1.99857e-05,-0.000291245,0,2.15135e-12
1.85295e-05,-0.000291738,0,2.08807e-12
1.70708e-05,-0.000291889,0,2.02666e-12
1.56113e-05,-0.000291703,0,1.96705e-12
1.41528e-05,-0.000291184,0,1.9092e-12
1.26969e-05,-0.000290336,0,1.85304e-12
1.12452e-05,-0.000289166,0,1.79854e-12
9.79937e-06,-0.000287679,0,1.74564e-12
8.36097e-06,-0.00028588,0,1.6943e-12
6.93158e-06,-0.000283776,0,1.64447e-12
5.5127e-06,-0.000281372,0,1.5961e-12
4.10583e-06,-0.000278677,0,1.54916e-12
2.71245e-06,-0.000275696,0,1.50359e-12
1.33397e-06,-0.000272436,0,1.45937e-12
-2.82081e-08,-0.000268906,0,1.41645e-12
-1.37274e-06,-0.000265112,0,1.37479e-12
-2.69829e-06,-0.000261062,0,1.33435e-12
-4.0036e-06,-0.000256764,0,1.29511e-12
-5.28742e-06,-0.000252227,0,1.25702e-12
-6.54856e-06,-0.000247459,0,1.22004e-12
-7.78585e-06,-0.000242468,0,1.18416e-12
-8.99819e-06,-0.000237263,0,1.14933e-12
-1.01845e-05,-0.000231852,0,1.11553e-12
-1.13438e-05,-0.000226244,0,1.08272e-12
-1.2475e-05,-0.00022045,0,1.05087e-12
-1.35772e-05,-0.000214476,0,1.01997e-12
-1.46496e-05,-0.000208334,0,9.89968e-13
-1.56913e-05,-0.000202031,0,9.60851e-13
-1.67014e-05,-0.000195578,0,9.32591e-13
-1.76793e-05,-0.000188983,0,9.05161e-13
-1.86242e-05,-0.000182256,0,8.78539e-13
-1.95355e-05,-0.000175407,0,8.527e-13
-2.04126e-05,-0.000168445,0,8.2762e-13
-2.12548e-05,-0.000161379,0,8.03279e-13
-2.20617e-05,-0.000154219,0,7.79653e-13
-2.28328e-05,-0.000146974,0,7.56722e-13
-2.35676e-05,-0.000139654,0,7.34465e-13
-2.42659e-05,-0.000132269,0,7.12863e-13
-2.49273e-05,-0.000124826,0,6.91897e-13
-2.55514e-05,-0.000117337,0,6.71547e-13
-2.61381e-05,-0.000109809,0,6.51795e-13
-2.66871e-05,-0.000102253,0,6.32625e-13
-2.71984e-05,-9.46768e-05,0,6.14018e-13
-2.76718e-05,-8.70898e-05,0,5.95959e-13
-2.81072e-05,-7.95008e-05,0,5.78431e-13
-2.85047e-05,-7.19185e-05,0,5.61418e-13
-2.88643e-05,-6.43517e-05,0,5.44906e-13
-2.91861e-05,-5.68088e-05,0,5.28879e-13
-2.94701e-05,-4.92981e-05,0,5.13324e-13
-2.97166e-05,-4.18279e-05,0,4.98226e-13
-2.99258e-05,-3.44062e-05,0,4.83572e-13
-3.00978e-05,-2.7041e-05,0,4.6935e-13
-3.0233e-05,-1.974e-05,0,4.55545e-13
-3.03317e-05,-1.25108e-05,0,4.42147e-13
-3.03942e-05,-5.36064e-06,0,4.29143e-13
-3.0421e-05,1.70317e-06,0,4.16521e-13
-3.04125e-05,8.67364e-06,0,4.0427e-13
-3.03692e-05,1.5544e-05,0,3.9238e-13
-3.02914e-05,2.23076e-05,0,3.80839e-13
-3.01799e-05,2.8958e-05,0,3.69638e-13
-3.00351e-05,3.54892e-05,0,3.58766e-13
-2.98577e-05,4.1895e-05,0,3.48214e-13
-2.96482e-05,4.81699e-05,0,3.37973e-13
-2.94073e-05,5.43082e-05,0,3.28032e-13
-2.91358e-05,6.03046e-05,0,3.18384e-13
-2.88343e-05,6.61542e-05,0,3.0902e-13
-2.85035e-05,7.1852e-05,0,2.99931e-13
-2.81442e-05,7.73936e-05,0,2.9111e-13
-2.77573e-05,8.27745e-05,0,2.82548e-13
-2.73434e-05,8.79906e-05,0,2.74238e-13
-2.69035e-05,9.30381e-05,0,2.66172e-13
-2.64383e-05,9.79133e-05,0,2.58343e-13
-2.59487e-05,0.000102613,0,2.50745e-13
-2.54356e-05,0.000107134,0,2.4337e-13
-2.49e-05,0.000111473,0,2.36212e-13
-2.43426e-05,0.000115628,0,2.29265e-13
-2.37645e-05,0.000119596,0,2.22522e-13
-2.31665e-05,0.000123376,0,2.15977e-13
-2.25496e-05,0.000126964,0,2.09625e-13
-2.19148e-05,0.000130361,0,2.03459e-13
-2.1263e-05,0.000133563,0,1.97475e-13
-2.05952e-05,0.000136571,0,1.91667e-13
-1.99123e-05,0.000139383,0,1.8603e-13
-1.92154e-05,0.000141998,0,1.80558e-13
-1.85054e-05,0.000144416,0,1.75248e-13
-1.77833e-05,0.000146636,0,1.70093e-13
-1.70501e-05,0.00014866,0,1.65091e-13
-1.63068e-05,0.000150486,0,1.60235e-13
-1.55544e-05,0.000152116,0,1.55522e-13
-1.47938e-05,0.00015355,0,1.50948e-13
-1.40261e-05,0.000154788,0,1.46508e-13
-1.32521e-05,0.000155833,0,1.42199e-13
-1.2473e-05,0.000156685,0,1.38017e-13
-1.16896e-05,0.000157346,0,1.33958e-13
-1.09028e-05,0.000157817,0,1.30018e-13
-1.01137e-05,0.000158101,0,1.26194e-13
-9.32323e-06,0.0001582,0,1.22482e-13
-8.53223e-06,0.000158115,0,1.1888e-13
-7.74166e-06,0.00015785,0,1.15383e-13
-6.95241e-06,0.000157406,0,1.1199e-13
-6.16538e-06,0.000156788,0,1.08696e-13
-5.38144e-06,0.000155997,0,1.05499e-13
-4.60145e-06,0.000155037,0,1.02396e-13
-3.82627e-06,0.000153911,0,9.93843e-14
-3.05671e-06,0.000152623,0,9.64612e-14
-2.29359e-06,0.000151176,0,9.36241e-14
-1.53771e-06,0.000149574,0,9.08705e-14
-7.89837e-07,0.000147821,0,8.81978e-14
-5.07306e-08,0.000145921,0,8.56038e-14
6.78873e-07,0.000143877,0,8.3086e-14
1.39826e-06,0.000141695,0,8.06423e-14
2.10673e-06,0.000139377,0,7.82705e-14
2.80362e-06,0.00013693,0,7.59684e-14
3.48827e-06,0.000134356,0,7.3734e-14
4.16005e-06,0.000131662,0,7.15654e-14
4.81836e-06,0.000128851,0,6.94605e-14
5.46261e-06,0.000125928,0,6.74176e-14
6.09226e-06,0.000122899,0,6.54347e-14
6.70675e-06,0.000119767,0,6.35101e-14
7.30558e-06,0.000116538,0,6.16422e-14
7.88827e-06,0.000113217,0,5.98292e-14
8.45436e-06,0.000109808,0,5.80695e-14
9.0034e-06,0.000106318,0,5.63616e-14
9.53499e-06,0.00010275,0,5.47039e-14
1.00487e-05,9.91108e-05,0,5.3095e-14
1.05443e-05,9.54044e-05,0,5.15333e-14
1.10213e-05,9.16363e-05,0,5.00177e-14
1.14795e-05,8.78116e-05,0,4.85465e-14
1.19186e-05,8.39353e-05,0,4.71187e-14
1.23382e-05,8.00128e-05,0,4.57329e-14
1.27383e-05,7.6049e-05,0,4.43878e-14
1.31185e-05,7.2049e-05,0,4.30823e-14
1.34788e-05,6.80179e-05,0,4.18151e-14
1.38189e-05,6.39608e-05,0,4.05853e-14
1.41387e-05,5.98827e-05,0,3.93916e-14
1.44381e-05,5.57884e-05,0,3.8233e-14
1.4717e-05,5.1683e-05,0,3.71085e-14
1.49755e-05,4.75713e-05,0,3.60171e-14
1.52133e-05,4.34581e-05,0,3.49578e-14
1.54306e-05,3.93481e-05,0,3.39296e-14
1.56273e-05,3.5246e-05,0,3.29317e-14
1.58036e-05,3.11565e-05,0,3.19631e-14
1.59594e-05,2.70841e-05,0,3.1023e-14
1.60948e-05,2.30332e-05,0,3.01105e-14
1.62099e-05,1.90083e-05,0,2.92249e-14
1.6305e-05,1.50135e-05,0,2.83654e-14
1.638e-05,1.10532e-05,0,2.75311e-14
1.64353e-05,7.13135e-06,0,2.67214e-14
1.6471e-05,3.25206e-06,0,2.59355e-14
1.64872e-05,-5.8078e-07,0,2.51726e-14
1.64843e-05,-4.36337e-06,0,2.44323e-14
1.64625e-05,-8.09202e-06,0,2.37137e-14
1.64221e-05,-1.17631e-05,0,2.30162e-14
1.63632e-05,-1.53732e-05,0,2.23393e-14
1.62864e-05,-1.8919e-05,0,2.16822e-14
1.61918e-05,-2.23971e-05,0,2.10445e-14
1.60798e-05,-2.58045e-05,0,2.04256e-14
1.59508e-05,-2.91381e-05,0,1.98248e-14
1.58051e-05,-3.23951e-05,0,1.92417e-14
1.56431e-05,-3.55728e-05,0,1.86758e-14
1.54652e-05,-3.86684e-05,0,1.81265e-14
1.52719e-05,-4.16796e-05,0,1.75934e-14
1.50635e-05,-4.46039e-05,0,1.70759e-14
1.48405e-05,-4.7439e-05,0,1.65737e-14
1.46033e-05,-5.0183e-05,0,1.60862e-14
1.43524e-05,-5.28338e-05,0,1.56131e-14
1.40882e-05,-5.53895e-05,0,1.51539e-14
1.38112e-05,-5.78486e-05,0,1.47082e-14
1.3522e-05,-6.02093e-05,0,1.42756e-14
1.3221e-05,-6.24702e-05,0,1.38557e-14
1.29086e-05,-6.46301e-05,0,1.34482e-14
1.25855e-05,-6.66878e-05,0,1.30527e-14
1.2252e-05,-6.86422e-05,0,1.26688e-14
1.19088e-05,-7.04923e-05,0,1.22962e-14
1.15563e-05,-7.22375e-05,0,1.19345e-14
1.11952e-05,-7.38771e-05,0,1.15835e-14
1.08258e-05,-7.54106e-05,0,1.12428e-14
1.04487e-05,-7.68375e-05,0,1.09121e-14
1.00645e-05,-7.81576e-05,0,1.05912e-14
9.67375e-06,-7.93708e-05,0,1.02797e-14
9.27689e-06,-8.04771e-05,0,9.97733e-15
8.87451e-06,-8.14765e-05,0,9.68388e-15
8.46712e-06,-8.23694e-05,0,9.39906e-15
8.05528e-06,-8.3156e-05,0,9.12262e-15
7.6395e-06,-8.38368e-05,0,8.85431e-15
7.22031e-06,-8.44125e-05,0,8.59389e-15
6.79825e-06,-8.48836e-05,0,8.34113e-15
6.37383e-06,-8.52511e-05,0,8.0958e-15
5.94758e-06,-8.55158e-05,0,7.85769e-15
5.52e-06,-8.56788e-05,0,7.62658e-15
5.0916e-06,-8.57412e-05,0,7.40227e-15
4.6629e-06,-8.57042e-05,0,7.18455e-15
4.23438e-06,-8.55691e-05,0,6.97324e-15
3.80653e-06,-8.53375e-05,0,6.76815e-15
3.37984e-06,-8.50107e-05,0,6.56908e-15
2.95479e-06,-8.45904e-05,0,6.37588e-15
2.53184e-06,-8.40783e-05,0,6.18835e-15
2.11145e-06,-8.34762e-05,0,6.00634e-15
1.69407e-06,-8.27859e-05,0,5.82968e-15
1.28014e-06,-8.20094e-05,0,5.65822e-15
8.70089e-07,-8.11486e-05,0,5.4918e-15
4.64346e-07,-8.02057e-05,0,5.33028e-15
6.33182e-08,-7.91827e-05,0,5.17351e-15
-3.32595e-07,-7.8082e-05,0,5.02134e-15
-7.23005e-07,-7.69057e-05,0,4.87366e-15
-1.10753e-06,-7.56563e-05,0,4.73032e-15
-1.48582e-06,-7.4336e-05,0,4.59119e-15
-1.8575e-06,-7.29474e-05,0,4.45615e-15
-2.22223e-06,-7.14928e-05,0,4.32509e-15
-2.5797e-06,-6.99749e-05,0,4.19788e-15
-2.92957e-06,-6.83962e-05,0,4.07441e-15
-3.27155e-06,-6.67592e-05,0,3.95458e-15
-3.60535e-06,-6.50667e-05,0,3.83827e-15
-3.93068e-06,-6.33213e-05,0,3.72538e-15
-4.24729e-06,-6.15257e-05,0,3.61581e-15
-4.55492e-06,-5.96825e-05,0,3.50946e-15
-4.85333e-06,-5.77946e-05,0,3.40624e-15
-5.1423e-06,-5.58647e-05,0,3.30606e-15
-5.42163e-06,-5.38955e-05,0,3.20882e-15
-5.6911e-06,-5.18899e-05,0,3.11444e-15
-5.95055e-06,-4.98505e-05,0,3.02284e-15
-6.1998e-06,-4.77802e-05,0,2.93393e-15
-6.43871e-06,-4.56817e-05,0,2.84764e-15
-6.66711e-06,-4.35579e-05,0,2.76389e-15
-6.8849e-06,-4.14115e-05,0,2.6826e-15
-7.09196e-06,-3.92452e-05,0,2.6037e-15
-7.28819e-06,-3.70618e-05,0,2.52712e-15
-7.4735e-06,-3.48641e-05,0,2.45279e-15
-7.64782e-06,-3.26547e-05,0,2.38065e-15
-7.81109e-06,-3.04364e-05,0,2.31063e-15
-7.96327e-06,-2.82117e-05,0,2.24267e-15
-8.10433e-06,-2.59834e-05,0,2.17671e-15
-8.23425e-06,-2.37541e-05,0,2.11269e-15
-8.35302e-06,-2.15263e-05,0,2.05055e-15
-8.46065e-06,-1.93025e-05,0,1.99024e-15
-8.55716e-06,-1.70854e-05,0,1.9317e-15
-8.64259e-06,-1.48772e-05,0,1.87489e-15
-8.71698e-06,-1.26806e-05,0,1.81975e-15
-8.78038e-06,-1.04977e-05,0,1.76622e-15
-8.83287e-06,-8.33109e-06,0,1.71428e-15
-8.87452e-06,-6.18287e-06,0,1.66386e-15
-8.90544e-06,-4.05534e-06,0,1.61492e-15
-8.92571e-06,-1.95067e-06,0,1.56742e-15
-8.93547e-06,1.29026e-07,0,1.52132e-15
-8.93482e-06,2.18167e-06,0,1.47658e-15
-8.92391e-06,4.20525e-06,0,1.43315e-15
-8.90289e-06,6.19782e-06,0,1.391e-15
-8.8719e-06,8.15749e-06,0,1.35008e-15
-8.83111e-06,1.00824e-05,0,1.31038e-15
-8.7807e-06,1.19709e-05,0,1.27184e-15
-8.72084e-06,1.38212e-05,0,1.23443e-15
-8.65174e-06,1.56316e-05,0,1.19812e-15
-8.57358e-06,1.74006e-05,0,1.16288e-15
-8.48658e-06,1.91268e-05,0,1.12868e-15
-8.39094e-06,2.08087e-05,0,1.09548e-15
-8.2869e-06,2.24448e-05,0,1.06326e-15
-8.17468e-06,2.4034e-05,0,1.03199e-15
-8.0545e-06,2.55751e-05,0,1.00164e-15
-7.92663e-06,2.70667e-05,0,9.72179e-16
-7.7913e-06,2.8508e-05,0,9.43586e-16
-7.64876e-06,2.98979e-05,0,9.15833e-16
-7.49927e-06,3.12354e-05,0,8.88897e-16
-7.34309e-06,3.25197e-05,0,8.62753e-16
-7.18049e-06,3.375e-05,0,8.37378e-16
-7.01174e-06,3.49255e-05,0,8.12749e-16
-6.83711e-06,3.60458e-05,0,7.88845e-16
-6.65689e-06,3.71101e-05,0,7.65643e-16
-6.47134e-06,3.81179e-05,0,7.43124e-16
-6.28075e-06,3.90689e-05,0,7.21268e-16
-6.0854e-06,3.99627e-05,0,7.00054e-16
-5.88559e-06,4.0799e-05,0,6.79464e-16
-5.68159e-06,4.15776e-05,0,6.5948e-16
-5.4737e-06,4.22983e-05,0,6.40083e-16
-5.26221e-06,4.2961e-05,0,6.21257e-16
-5.04741e-06,4.35658e-05,0,6.02985e-16
-4.82958e-06,4.41127e-05,0,5.8525e-16
-4.60901e-06,4.46018e-05,0,5.68037e-16
-4.38601e-06,4.50333e-05,0,5.5133e-16
-4.16084e-06,4.54074e-05,0,5.35115e-16
-3.9338e-06,4.57245e-05,0,5.19376e-16
-3.70518e-06,4.5985e-05,0,5.041e-16
-3.47525e-06,4.61892e-05,0,4.89274e-16
-3.24431e-06,4.63376e-05,0,4.74883e-16
-3.01262e-06,4.64309e-05,0,4.60916e-16
-2.78047e-06,4.64696e-05,0,4.4736e-16
-2.54812e-06,4.64544e-05,0,4.34202e-16
-2.31585e-06,4.63859e-05,0,4.21431e-16
-2.08392e-06,4.6265e-05,0,4.09036e-16
-1.85259e-06,4.60925e-05,0,3.97006e-16
-1.62213e-06,4.58693e-05,0,3.85329e-16
-1.39278e-06,4.55962e-05,0,3.73996e-16
-1.1648e-06,4.52742e-05,0,3.62996e-16
-9.3843e-07,4.49043e-05,0,3.5232e-16
-7.13909e-07,4.44876e-05,0,3.41957e-16
-4.91471e-07,4.40251e-05,0,3.319e-16
-2.71346e-07,4.3518e-05,0,3.22138e-16
-5.37555e-08,4.29675e-05,0,3.12663e-16
1.61082e-07,4.23746e-05,0,3.03468e-16
3.72955e-07,4.17407e-05,0,2.94542e-16
5.81659e-07,4.10671e-05,0,2.85879e-16
7.86994e-07,4.03549e-05,0,2.77471e-16
9.88768e-07,3.96055e-05,0,2.6931e-16
1.1868e-06,3.88204e-05,0,2.61389e-16
1.3809e-06,3.80007e-05,0,2.53701e-16
1.5709e-06,3.7148e-05,0,2.46239e-16
1.75664e-06,3.62636e-05,0,2.38997e-16
1.93796e-06,3.53489e-05,0,2.31968e-16
2.1147e-06,3.44054e-05,0,2.25145e-16
2.28673e-06,3.34346e-05,0,2.18523e-16
2.4539e-06,3.24379e-05,0,2.12096e-16
2.61609e-06,3.14168e-05,0,2.05858e-16
2.77318e-06,3.03728e-05,0,1.99803e-16
2.92504e-06,2.93074e-05,0,1.93927e-16
3.07158e-06,2.82221e-05,0,1.88223e-16
3.21269e-06,2.71183e-05,0,1.82687e-16
3.34828e-06,2.59977e-05,0,1.77314e-16
3.47827e-06,2.48617e-05,0,1.72099e-16
3.60258e-06,2.37118e-05,0,1.67037e-16
3.72114e-06,2.25495e-05,0,1.62124e-16
3.83388e-06,2.13763e-05,0,1.57356e-16
3.94076e-06,2.01937e-05,0,1.52728e-16
4.04173e-06,1.90032e-05,0,1.48236e-16
4.13675e-06,1.78063e-05,0,1.43876e-16
4.22578e-06,1.66043e-05,0,1.39644e-16
4.3088e-06,1.53989e-05,0,1.35537e-16
4.3858e-06,1.41913e-05,0,1.31551e-16
4.45675e-06,1.2983e-05,0,1.27681e-16
4.52167e-06,1.17754e-05,0,1.23926e-16
4.58055e-06,1.057e-05,0,1.20281e-16
4.6334e-06,9.36791e-06,0,1.16744e-16
4.68023e-06,8.17064e-06,0,1.1331e-16
4.72109e-06,6.97947e-06,0,1.09977e-16
4.75599e-06,5.79568e-06,0,1.06743e-16
4.78496e-06,4.62055e-06,0,1.03603e-16
4.80807e-06,3.4553e-06,0,1.00556e-16
4.82534e-06,2.30115e-06,0,9.75985e-17
4.83685e-06,1.15929e-06,0,9.47279e-17
4.84265e-06,3.08615e-08,0,9.19418e-17
4.8428e-06,-1.083e-06,0,8.92377e-17
4.83738e-06,-2.18121e-06,0,8.6613e-17
4.82648e-06,-3.26271e-06,0,8.40656e-17
4.81016e-06,-4.32647e-06,0,8.15931e-17
4.78853e-06,-5.37149e-06,0,7.91933e-17
4.76168e-06,-6.39682e-06,0,7.6864e-17
4.72969e-06,-7.40154e-06,0,7.46033e-17
4.69268e-06,-8.38475e-06,0,7.24091e-17
4.65076e-06,-9.3456e-06,0,7.02794e-17
4.60403e-06,-1.02833e-05,0,6.82124e-17
4.55262e-06,-1.1197e-05,0,6.62062e-17
4.49663e-06,-1.2086e-05,0,6.42589e-17
4.4362e-06,-1.29497e-05,0,6.23689e-17
4.37145e-06,-1.37873e-05,0,6.05346e-17
4.30252e-06,-1.45982e-05,0,5.87541e-17
4.22952e-06,-1.53818e-05,0,5.70261e-17
4.15262e-06,-1.61376e-05,0,5.53488e-17
4.07193e-06,-1.68651e-05,0,5.37209e-17
3.9876e-06,-1.75638e-05,0,5.21409e-17
3.89978e-06,-1.82332e-05,0,5.06073e-17
3.80862e-06,-1.8873e-05,0,4.91189e-17
3.71425e-06,-1.94829e-05,0,4.76742e-17
3.61684e-06,-2.00625e-05,0,4.6272e-17
3.51653e-06,-2.06115e-05,0,4.49111e-17
3.41347e-06,-2.11297e-05,0,4.35902e-17
3.30782e-06,-2.16169e-05,0,4.23081e-17
3.19974e-06,-2.2073e-05,0,4.10638e-17
3.08937e-06,-2.24978e-05,0,3.9856e-17
2.97688e-06,-2.28912e-05,0,3.86838e-17
2.86243e-06,-2.32532e-05,0,3.7546e-17
2.74616e-06,-2.35838e-05,0,3.64417e-17
2.62824e-06,-2.38831e-05,0,3.53699e-17
2.50882e-06,-2.41509e-05,0,3.43296e-17
2.38807e-06,-2.43876e-05,0,3.33199e-17
2.26613e-06,-2.45932e-05,0,3.23399e-17
2.14317e-06,-2.47678e-05,0,3.13887e-17
2.01933e-06,-2.49117e-05,0,3.04655e-17
1.89477e-06,-2.50251e-05,0,2.95695e-17
1.76964e-06,-2.51083e-05,0,2.86998e-17
1.6441e-06,-2.51615e-05,0,2.78557e-17
1.51829e-06,-2.51851e-05,0,2.70364e-17
1.39237e-06,-2.51795e-05,0,2.62412e-17
1.26647e-06,-2.5145e-05,0,2.54694e-17
1.14075e-06,-2.5082e-05,0,2.47203e-17
1.01534e-06,-2.4991e-05,0,2.39933e-17
8.90381e-07,-2.48725e-05,0,2.32876e-17
7.66018e-07,-2.47268e-05,0,2.26026e-17
6.42384e-07,-2.45547e-05,0,2.19379e-17
5.19611e-07,-2.43565e-05,0,2.12926e-17
3.97828e-07,-2.41329e-05,0,2.06664e-17
2.77163e-07,-2.38845e-05,0,2.00585e-17
1.57741e-07,-2.36118e-05,0,1.94686e-17
3.96818e-08,-2.33155e-05,0,1.8896e-17
-7.68957e-08,-2.29962e-05,0,1.83402e-17
-1.91877e-07,-2.26546e-05,0,1.78008e-17
-3.0515e-07,-2.22914e-05,0,1.72772e-17
-4.16607e-07,-2.19073e-05,0,1.67691e-17
-5.26144e-07,-2.15029e-05,0,1.62759e-17
-6.33658e-07,-2.10791e-05,0,1.57972e-17
-7.39054e-07,-2.06365e-05,0,1.53326e-17
-8.42237e-07,-2.01759e-05,0,1.48816e-17
-9.43116e-07,-1.96981e-05,0,1.44439e-17
-1.04161e-06,-1.92038e-05,0,1.40191e-17
-1.13763e-06,-1.86938e-05,0,1.36068e-17
-1.23109e-06,-1.8169e-05,0,1.32066e-17
-1.32194e-06,-1.763e-05,0,1.28181e-17
-1.41009e-06,-1.70777e-05,0,1.24411e-17
-1.49548e-06,-1.6513e-05,0,1.20752e-17
-1.57804e-06,-1.59366e-05,0,1.17201e-17
-1.65773e-06,-1.53493e-05,0,1.13753e-17
-1.73447e-06,-1.47519e-05,0,1.10408e-17
-1.80823e-06,-1.41453e-05,0,1.07161e-17
-1.87896e-06,-1.35304e-05,0,1.04009e-17
-1.94661e-06,-1.29078e-05,0,1.0095e-17
-2.01115e-06,-1.22784e-05,0,9.79805e-18
-2.07254e-06,-1.1643e-05,0,9.50988e-18
-2.13076e-06,-1.10025e-05,0,9.23017e-18
-2.18577e-06,-1.03576e-05,0,8.9587e-18
-2.23756e-06,-9.7092e-06,0,8.69521e-18
-2.2861e-06,-9.05798e-06,0,8.43947e-18
-2.33139e-06,-8.40478e-06,0,8.19125e-18
-2.37342e-06,-7.75036e-06,0,7.95033e-18
-2.41217e-06,-7.09549e-06,0,7.71649e-18
-2.44765e-06,-6.44094e-06,0,7.48954e-18
-2.47985e-06,-5.78745e-06,0,7.26926e-18
-2.50879e-06,-5.13577e-06,0,7.05546e-18
-2.53447e-06,-4.4866e-06,0,6.84794e-18
-2.5569e-06,-3.84068e-06,0,6.64653e-18
-2.5761e-06,-3.1987e-06,0,6.45105e-18
-2.5921e-06,-2.56134e-06,0,6.26131e-18
-2.6049e-06,-1.92928e-06,0,6.07715e-18
-2.61455e-06,-1.30319e-06,0,5.89841e-18
-2.62107e-06,-6.83688e-07,0,5.72493e-18
-2.62448e-06,-7.14178e-08,0,5.55655e-18
-2.62484e-06,5.33014e-07,0,5.39312e-18
-2.62218e-06,1.12902e-06,0,5.2345e-18
-2.61653e-06,1.71601e-06,0,5.08055e-18
-2.60795e-06,2.29344e-06,0,4.93112e-18
-2.59648e-06,2.86076e-06,0,4.78608e-18
-2.58218e-06,3.41745e-06,0,4.64532e-18
-2.56509e-06,3.96302e-06,0,4.50869e-18
-2.54528e-06,4.49697e-06,0,4.37608e-18
-2.52279e-06,5.01884e-06,0,4.24737e-18
-2.4977e-06,5.5282e-06,0,4.12245e-18
-2.47006e-06,6.02461e-06,0,4.0012e-18
-2.43993e-06,6.50767e-06,0,3.88352e-18
-2.4074e-06,6.97701e-06,0,3.7693e-18
-2.37251e-06,7.43225e-06,0,3.65844e-18
-2.33535e-06,7.87306e-06,0,3.55084e-18
-2.29598e-06,8.29911e-06,0,3.4464e-18
-2.25449e-06,8.71012e-06,0,3.34503e-18
-2.21094e-06,9.10579e-06,0,3.24665e-18
-2.16541e-06,9.48588e-06,0,3.15116e-18
-2.11798e-06,9.85015e-06,0,3.05848e-18
-2.06873e-06,1.01984e-05,0,2.96853e-18
-2.01774e-06,1.05304e-05,0,2.88122e-18
-1.96509e-06,1.0846e-05,0,2.79647e-18
-1.91086e-06,1.1145e-05,0,2.71422e-18
-1.85513e-06,1.14274e-05,0,2.63439e-18
-1.79799e-06,1.1693e-05,0,2.55691e-18
-1.73953e-06,1.19417e-05,0,2.48171e-18
-1.67982e-06,1.21734e-05,0,2.40872e-18
-1.61895e-06,1.23882e-05,0,2.33787e-18
-1.55701e-06,1.25859e-05,0,2.26911e-18
-1.49408e-06,1.27667e-05,0,2.20237e-18
-1.43025e-06,1.29304e-05,0,2.1376e-18
-1.3656e-06,1.30771e-05,0,2.07473e-18
-1.30021e-06,1.32069e-05,0,2.01371e-18
-1.23418e-06,1.33198e-05,0,1.95448e-18
-1.16758e-06,1.3416e-05,0,1.89699e-18
-1.1005e-06,1.34954e-05,0,1.8412e-18
-1.03302e-06,1.35584e-05,0,1.78705e-18
-9.6523e-07,1.36049e-05,0,1.73449e-18
-8.97205e-07,1.36352e-05,0,1.68347e-18
-8.29029e-07,1.36495e-05,0,1.63396e-18
-7.60781e-07,1.36478e-05,0,1.5859e-18
-6.92542e-07,1.36305e-05,0,1.53926e-18
-6.2439e-07,1.35978e-05,0,1.49399e-18
-5.56401e-07,1.35498e-05,0,1.45004e-18
-4.88652e-07,1.34869e-05,0,1.4074e-18
-4.21217e-07,1.34093e-05,0,1.366e-18
-3.54171e-07,1.33172e-05,0,1.32583e-18
-2.87585e-07,1.32111e-05,0,1.28683e-18
-2.21529e-07,1.30911e-05,0,1.24898e-18
-1.56074e-07,1.29577e-05,0,1.21225e-18
-9.12852e-08,1.28111e-05,0,1.17659e-18
-2.72298e-08,1.26516e-05,0,1.14199e-18
3.60282e-08,1.24797e-05,0,1.1084e-18
9.84266e-08,1.22956e-05,0,1.0758e-18
1.59905e-07,1.20998e-05,0,1.04416e-18
2.20404e-07,1.18926e-05,0,1.01345e-18
2.79867e-07,1.16744e-05,0,9.83641e-19
3.38239e-07,1.14456e-05,0,9.5471e-19
3.95467e-07,1.12067e-05,0,9.26631e-19
4.515e-07,1.09579e-05,0,8.99377e-19
5.0629e-07,1.06997e-05,0,8.72924e-19
5.59788e-07,1.04326e-05,0,8.4725e-19
6.11952e-07,1.0157e-05,0,8.22331e-19
6.62736e-07,9.87321e-06,0,7.98145e-19
7.12102e-07,9.58177e-06,0,7.7467e-19
7.60011e-07,9.28308e-06,0,7.51886e-19
8.06427e-07,8.97758e-06,0,7.29771e-19
8.51315e-07,8.66572e-06,0,7.08307e-19
8.94643e-07,8.34793e-06,0,6.87475e-19
9.36383e-07,8.02465e-06,0,6.67255e-19
9.76506e-07,7.69632e-06,0,6.4763e-19
