angular_position,angular_speed,angular_acceleration,u
0.00211619,0.00433837,0,0.000185045
0.00213788,0.00379071,0,0.000179602
0.00215683,0.00324577,0,0.00017432
0.00217306,0.00270415,0,0.000169193
0.00218658,0.00216643,0,0.000164216
0.00219742,0.00163317,0,0.000159387
0.00220558,0.00110494,0,0.000154699
0.00221111,0.000582265,0,0.000150149
0.00221402,6.56834e-05,0,0.000145733
0.00221435,-0.000444292,0,0.000141446
0.00221212,-0.000947159,0,0.000137286
0.00220739,-0.00144243,0,0.000133248
0.00220018,-0.00192964,0,0.000129329
0.00219053,-0.00240833,0,0.000125525
0.00217849,-0.00287806,0,0.000121834
0.0021641,-0.0033384,0,0.00011825
0.0021474,-0.00378895,0,0.000114772
0.00212846,-0.00422932,0,0.000111397
0.00210731,-0.00465913,0,0.00010812
0.00208402,-0.00507802,0,0.00010494
0.00205863,-0.00548565,0,0.000101854
0.0020312,-0.00588171,0,9.8858e-05
0.00200179,-0.00626588,0,9.59504e-05
0.00197046,-0.00663788,0,9.31284e-05
0.00193727,-0.00699744,0,9.03893e-05
0.00190228,-0.0073443,0,8.77308e-05
0.00186556,-0.00767823,0,8.51505e-05
0.00182717,-0.00799902,0,8.2646e-05
0.00178718,-0.00830646,0,8.02153e-05
0.00174564,-0.00860037,0,7.7856e-05
0.00170264,-0.00888059,0,7.55661e-05
0.00165824,-0.00914698,0,7.33436e-05
0.0016125,-0.00939941,0,7.11864e-05
0.00156551,-0.00963777,0,6.90927e-05
0.00151732,-0.00986197,0,6.70606e-05
0.00146801,-0.0100719,0,6.50882e-05
0.00141765,-0.0102676,0,6.31738e-05
0.00136631,-0.0104489,0,6.13158e-05
0.00131407,-0.0106159,0,5.95124e-05
0.00126099,-0.0107685,0,5.7762e-05
0.00120714,-0.0109068,0,5.60631e-05
0.00115261,-0.0110307,0,5.44142e-05
0.00109746,-0.0111403,0,5.28138e-05
0.00104176,-0.0112357,0,5.12605e-05
0.000985577,-0.011317,0,4.97528e-05
0.000928992,-0.0113842,0,4.82895e-05
0.000872071,-0.0114375,0,4.68692e-05
0.000814884,-0.0114769,0,4.54907e-05
0.0007575,-0.0115026,0,4.41527e-05
0.000699987,-0.0115147,0,4.28541e-05
0.000642413,-0.0115135,0,4.15937e-05
0.000584846,-0.011499,0,4.03704e-05
0.000527351,-0.0114715,0,3.9183e-05
0.000469993,-0.0114312,0,3.80306e-05
0.000412837,-0.0113783,0,3.6912e-05
0.000355946,-0.0113129,0,3.58264e-05
0.000299381,-0.0112354,0,3.47726e-05
0.000243204,-0.011146,0,3.37499e-05
0.000187474,-0.0110449,0,3.27573e-05
0.00013225,-0.0109325,0,3.17938e-05
7.75873e-05,-0.0108089,0,3.08587e-05
2.35429e-05,-0.0106745,0,2.99511e-05
-2.98295e-05,-0.0105295,0,2.90702e-05
-8.24771e-05,-0.0103744,0,2.82152e-05
-0.000134349,-0.0102093,0,2.73853e-05
-0.000185395,-0.0100346,0,2.65799e-05
-0.000235568,-0.00985063,0,2.57981e-05
-0.000284821,-0.00965772,0,2.50393e-05
-0.00033311,-0.0094562,0,2.43029e-05
-0.000380391,-0.00924642,0,2.35881e-05
-0.000426623,-0.00902873,0,2.28943e-05
-0.000471767,-0.00880347,0,2.2221e-05
-0.000515784,-0.008571,0,2.15674e-05
-0.000558639,-0.00833169,0,2.09331e-05
-0.000600298,-0.00808589,0,2.03174e-05
-0.000640727,-0.00783398,0,1.97198e-05
-0.000679897,-0.00757632,0,1.91398e-05
-0.000717779,-0.00731328,0,1.85769e-05
-0.000754345,-0.00704524,0,1.80305e-05
-0.000789571,-0.00677257,0,1.75002e-05
-0.000823434,-0.00649564,0,1.69855e-05
-0.000855912,-0.00621482,0,1.64859e-05
-0.000886986,-0.00593049,0,1.6001e-05
-0.000916639,-0.00564303,0,1.55304e-05
-0.000944854,-0.00535279,0,1.50736e-05
-0.000971618,-0.00506015,0,1.46303e-05
-0.000996919,-0.00476548,0,1.42e-05
-0.00102075,-0.00446915,0,1.37824e-05
-0.00104309,-0.00417151,0,1.3377e-05
-0.00106395,-0.00387292,0,1.29836e-05
-0.00108331,-0.00357375,0,1.26017e-05
-0.00110118,-0.00327433,0,1.2231e-05
-0.00111755,-0.00297503,0,1.18713e-05
-0.00113243,-0.00267617,0,1.15222e-05
-0.00114581,-0.00237811,0,1.11833e-05
-0.0011577,-0.00208117,0,1.08543e-05
-0.00116811,-0.00178567,0,1.05351e-05
-0.00117704,-0.00149195,0,1.02252e-05
-0.00118449,-0.00120031,0,9.9245e-06
-0.0011905,-0.000911062,0,9.6326e-06
-0.00119505,-0.000624509,0,9.34929e-06
-0.00119817,-0.000340944,0,9.07431e-06
-0.00119988,-6.06559e-05,0,8.80742e-06
-0.00120018,0.000216077,0,8.54838e-06
-0.0011991,0.000488981,0,8.29696e-06
-0.00119666,0.000757793,0,8.05293e-06
-0.00119287,0.00102226,0,7.81608e-06
-0.00118776,0.00128213,0,7.58619e-06
-0.00118135,0.00153716,0,7.36307e-06
-0.00117366,0.00178712,0,7.14651e-06
-0.00116472,0.0020318,0,6.93632e-06
-0.00115457,0.00227098,0,6.73231e-06
-0.00114321,0.00250445,0,6.5343e-06
-0.00113069,0.00273203,0,6.34211e-06
-0.00111703,0.00295352,0,6.15558e-06
-0.00110226,0.00316874,0,5.97453e-06
-0.00108642,0.00337755,0,5.79881e-06
-0.00106953,0.00357976,0,5.62826e-06
-0.00105163,0.00377525,0,5.46272e-06
-0.00103275,0.00396387,0,5.30205e-06
-0.00101293,0.00414549,0,5.14611e-06
-0.000992208,0.00432,0,4.99476e-06
-0.000970608,0.00448728,0,4.84785e-06
-0.000948171,0.00464724,0,4.70527e-06
-0.000924935,0.00479979,0,4.56688e-06
-0.000900936,0.00494485,0,4.43256e-06
-0.000876212,0.00508234,0,4.30219e-06
-0.0008508,0.00521222,0,4.17565e-06
-0.000824739,0.00533442,0,4.05284e-06
-0.000798067,0.00544891,0,3.93364e-06
-0.000770822,0.00555566,0,3.81794e-06
-0.000743044,0.00565463,0,3.70565e-06
-0.000714771,0.00574583,0,3.59666e-06
-0.000686042,0.00582924,0,3.49088e-06
-0.000656896,0.00590487,0,3.3882e-06
-0.000627371,0.00597274,0,3.28855e-06
-0.000597507,0.00603286,0,3.19183e-06
-0.000567343,0.00608526,0,3.09795e-06
-0.000536917,0.00613,0,3.00683e-06
-0.000506267,0.0061671,0,2.9184e-06
-0.000475431,0.00619664,0,2.83256e-06
-0.000444448,0.00621867,0,2.74925e-06
-0.000413355,0.00623327,0,2.66839e-06
-0.000382188,0.00624052,0,2.58991e-06
-0.000350986,0.00624049,0,2.51374e-06
-0.000319783,0.00623329,0,2.4398e-06
-0.000288617,0.00621902,0,2.36804e-06
-0.000257522,0.00619779,0,2.2984e-06
-0.000226533,0.0061697,0,2.2308e-06
-0.000195684,0.00613488,0,2.16518e-06
-0.00016501,0.00609347,0,2.1015e-06
-0.000134543,0.00604558,0,2.03969e-06
-0.000104315,0.00599136,0,1.9797e-06
-7.43579e-05,0.00593096,0,1.92148e-06
-4.47032e-05,0.00586452,0,1.86496e-06
-1.53806e-05,0.00579219,0,1.81011e-06
1.35804e-05,0.00571415,0,1.75687e-06
4.21511e-05,0.00563054,0,1.7052e-06
7.03038e-05,0.00554154,0,1.65505e-06
9.80115e-05,0.00544732,0,1.60637e-06
0.000125248,0.00534806,0,1.55912e-06
0.000151988,0.00524394,0,1.51327e-06
0.000178208,0.00513513,0,1.46876e-06
0.000203884,0.00502183,0,1.42556e-06
0.000228993,0.00490422,0,1.38363e-06
0.000253514,0.00478249,0,1.34294e-06
0.000277426,0.00465684,0,1.30344e-06
0.000300711,0.00452746,0,1.2651e-06
0.000323348,0.00439455,0,1.22789e-06
0.000345321,0.00425831,0,1.19178e-06
0.000366612,0.00411894,0,1.15673e-06
0.000387207,0.00397663,0,1.1227e-06
0.00040709,0.00383159,0,1.08968e-06
0.000426248,0.00368402,0,1.05763e-06
0.000444668,0.00353413,0,1.02653e-06
0.000462339,0.00338211,0,9.96335e-07
0.00047925,0.00322817,0,9.67031e-07
0.00049539,0.00307252,0,9.38589e-07
0.000510753,0.00291534,0,9.10983e-07
0.00052533,0.00275684,0,8.8419e-07
0.000539114,0.00259723,0,8.58184e-07
0.0005521,0.00243669,0,8.32944e-07
0.000564283,0.00227543,0,8.08445e-07
0.000575661,0.00211364,0,7.84667e-07
0.000586229,0.00195151,0,7.61589e-07
0.000595986,0.00178924,0,7.39189e-07
0.000604933,0.00162701,0,7.17448e-07
0.000613068,0.001465,0,6.96347e-07
0.000620393,0.00130341,0,6.75866e-07
0.00062691,0.00114241,0,6.55988e-07
0.000632622,0.000982179,0,6.36694e-07
0.000637533,0.000822892,0,6.17968e-07
0.000641647,0.000664719,0,5.99792e-07
0.000644971,0.000507827,0,5.82151e-07
0.00064751,0.000352382,0,5.65029e-07
0.000649272,0.000198542,0,5.48411e-07
0.000650264,4.64635e-05,0,5.32281e-07
0.000650497,-0.000103701,0,5.16626e-07
0.000649978,-0.000251804,0,5.01431e-07
0.000648719,-0.000397701,0,4.86683e-07
0.000646731,-0.000541254,0,4.72369e-07
0.000644024,-0.000682328,0,4.58475e-07
0.000640613,-0.000820793,0,4.44991e-07
0.000636509,-0.000956523,0,4.31903e-07
0.000631726,-0.0010894,0,4.192e-07
0.000626279,-0.0012193,0,4.0687e-07
0.000620183,-0.00134612,0,3.94904e-07
0.000613452,-0.00146976,0,3.83289e-07
0.000606103,-0.0015901,0,3.72016e-07
0.000598153,-0.00170706,0,3.61074e-07
0.000589618,-0.00182054,0,3.50454e-07
0.000580515,-0.00193047,0,3.40147e-07
0.000570862,-0.00203675,0,3.30142e-07
0.000560679,-0.00213932,0,3.20432e-07
0.000549982,-0.0022381,0,3.11008e-07
0.000538792,-0.00233303,0,3.01861e-07
0.000527127,-0.00242404,0,2.92982e-07
0.000515006,-0.0025111,0,2.84365e-07
0.000502451,-0.00259414,0,2.76001e-07
0.00048948,-0.00267313,0,2.67884e-07
0.000476114,-0.00274802,0,2.60005e-07
0.000462374,-0.00281878,0,2.52358e-07
0.00044828,-0.00288539,0,2.44935e-07
0.000433854,-0.00294782,0,2.37731e-07
0.000419114,-0.00300605,0,2.30739e-07
0.000404084,-0.00306007,0,2.23953e-07
0.000388784,-0.00310988,0,2.17366e-07
0.000373234,-0.00315547,0,2.10973e-07
0.000357457,-0.00319684,0,2.04768e-07
0.000341473,-0.003234,0,1.98745e-07
0.000325303,-0.00326696,0,1.929e-07
0.000308968,-0.00329574,0,1.87226e-07
0.000292489,-0.00332035,0,1.8172e-07
0.000275888,-0.00334084,0,1.76375e-07
0.000259183,-0.00335721,0,1.71187e-07
0.000242397,-0.00336952,0,1.66152e-07
0.00022555,-0.00337779,0,1.61266e-07
0.000208661,-0.00338207,0,1.56523e-07
0.00019175,-0.00338241,0,1.51919e-07
0.000174838,-0.00337886,0,1.47451e-07
0.000157944,-0.00337147,0,1.43114e-07
0.000141087,-0.0033603,0,1.38905e-07
0.000124285,-0.0033454,0,1.34819e-07
0.000107558,-0.00332686,0,1.30854e-07
9.0924e-05,-0.00330473,0,1.27005e-07
7.44003e-05,-0.00327909,0,1.2327e-07
5.80049e-05,-0.00325001,0,1.19644e-07
4.17548e-05,-0.00321757,0,1.16125e-07
2.5667e-05,-0.00318185,0,1.1271e-07
9.75771e-06,-0.00314294,0,1.09395e-07
-5.95696e-06,-0.00310091,0,1.06177e-07
-2.14615e-05,-0.00305586,0,1.03055e-07
-3.67408e-05,-0.00300789,0,1.00024e-07
-5.17803e-05,-0.00295707,0,9.70817e-08
-6.65656e-05,-0.00290352,0,9.42263e-08
-8.10832e-05,-0.00284732,0,9.1455e-08
-9.53198e-05,-0.00278857,0,8.87651e-08
-0.000109263,-0.00272738,0,8.61544e-08
-0.0001229,-0.00266384,0,8.36204e-08
-0.000136219,-0.00259806,0,8.1161e-08
-0.000149209,-0.00253015,0,7.87739e-08
-0.00016186,-0.0024602,0,7.6457e-08
-0.000174161,-0.00238834,0,7.42083e-08
-0.000186103,-0.00231465,0,7.20257e-08
-0.000197676,-0.00223926,0,6.99073e-08
-0.000208872,-0.00216227,0,6.78512e-08
-0.000219683,-0.00208379,0,6.58556e-08
-0.000230102,-0.00200393,0,6.39186e-08
-0.000240122,-0.0019228,0,6.20387e-08
-0.000249736,-0.00184051,0,6.0214e-08
-0.000258939,-0.00175717,0,5.8443e-08
-0.000267724,-0.00167288,0,5.67241e-08
-0.000276089,-0.00158776,0,5.50557e-08
-0.000284028,-0.00150192,0,5.34365e-08
-0.000291537,-0.00141546,0,5.18648e-08
-0.000298615,-0.00132849,0,5.03394e-08
-0.000305257,-0.00124112,0,4.88588e-08
-0.000311463,-0.00115346,0,4.74218e-08
-0.00031723,-0.0010656,0,4.6027e-08
-0.000322558,-0.000977652,0,4.46733e-08
-0.000327446,-0.000889718,0,4.33594e-08
-0.000331895,-0.000801899,0,4.20841e-08
-0.000335904,-0.000714295,0,4.08463e-08
-0.000339476,-0.000627002,0,3.9645e-08
-0.000342611,-0.000540118,0,3.84789e-08
-0.000345311,-0.000453737,0,3.73472e-08
-0.00034758,-0.000367951,0,3.62487e-08
-0.00034942,-0.000282852,0,3.51826e-08
-0.000350834,-0.000198529,0,3.41478e-08
-0.000351827,-0.000115068,0,3.31435e-08
-0.000352402,-3.25548e-05,0,3.21687e-08
-0.000352565,4.89286e-05,0,3.12225e-08
-0.00035232,0.000129302,0,3.03042e-08
-0.000351674,0.000208487,0,2.94129e-08
-0.000350631,0.000286408,0,2.85478e-08
-0.000349199,0.000362991,0,2.77082e-08
-0.000347384,0.000438167,0,2.68932e-08
-0.000345193,0.000511867,0,2.61023e-08
-0.000342634,0.000584025,0,2.53346e-08
-0.000339714,0.000654578,0,2.45894e-08
-0.000336441,0.000723466,0,2.38662e-08
-0.000332824,0.000790631,0,2.31643e-08
-0.000328871,0.000856018,0,2.2483e-08
-0.000324591,0.000919576,0,2.18217e-08
-0.000319993,0.000981254,0,2.11799e-08
-0.000315086,0.00104101,0,2.05569e-08
-0.000309881,0.00109879,0,1.99523e-08
-0.000304387,0.00115456,0,1.93655e-08
-0.000298615,0.00120828,0,1.87959e-08
-0.000292573,0.00125992,0,1.82431e-08
-0.000286274,0.00130945,0,1.77065e-08
-0.000279726,0.00135682,0,1.71858e-08
-0.000272942,0.00140203,0,1.66803e-08
-0.000265932,0.00144504,0,1.61897e-08
-0.000258707,0.00148583,0,1.57135e-08
-0.000251278,0.00152438,0,1.52514e-08
-0.000243656,0.00156068,0,1.48028e-08
-0.000235852,0.00159472,0,1.43674e-08
-0.000227879,0.00162649,0,1.39448e-08
-0.000219746,0.00165597,0,1.35347e-08
-0.000211467,0.00168317,0,1.31366e-08
-0.000203051,0.00170809,0,1.27503e-08
-0.00019451,0.00173071,0,1.23752e-08
-0.000185857,0.00175106,0,1.20113e-08
-0.000177101,0.00176913,0,1.1658e-08
-0.000168256,0.00178493,0,1.13151e-08
-0.000159331,0.00179847,0,1.09823e-08
-0.000150339,0.00180978,0,1.06593e-08
-0.00014129,0.00181885,0,1.03458e-08
-0.000132196,0.00182572,0,1.00415e-08
-0.000123067,0.0018304,0,9.74617e-09
-0.000113915,0.00183291,0,9.45952e-09
-0.00010475,0.00183329,0,9.1813e-09
-9.5584e-05,0.00183155,0,8.91126e-09
-8.64262e-05,0.00182773,0,8.64916e-09
-7.72876e-05,0.00182186,0,8.39478e-09
-6.81783e-05,0.00181397,0,8.14787e-09
-5.91084e-05,0.00180409,0,7.90823e-09
-5.0088e-05,0.00179227,0,7.67563e-09
-4.11266e-05,0.00177854,0,7.44988e-09
-3.22339e-05,0.00176295,0,7.23076e-09
-2.34191e-05,0.00174553,0,7.01809e-09
-1.46915e-05,0.00172633,0,6.81168e-09
-6.05986e-06,0.00170539,0,6.61134e-09
2.46709e-06,0.00168276,0,6.41689e-09
1.08809e-05,0.00165849,0,6.22815e-09
1.91734e-05,0.00163263,0,6.04497e-09
2.73365e-05,0.00160523,0,5.86718e-09
3.53627e-05,0.00157633,0,5.69462e-09
4.32443e-05,0.001546,0,5.52713e-09
5.09743e-05,0.00151428,0,5.36456e-09
5.85458e-05,0.00148123,0,5.20678e-09
6.59519e-05,0.00144691,0,5.05364e-09
7.31865e-05,0.00141137,0,4.90501e-09
8.02433e-05,0.00137466,0,4.76074e-09
8.71166e-05,0.00133685,0,4.62072e-09
9.38008e-05,0.00129799,0,4.48482e-09
0.000100291,0.00125814,0,4.35291e-09
0.000106581,0.00121736,0,4.22488e-09
0.000112668,0.00117571,0,4.10062e-09
0.000118547,0.00113324,0,3.98001e-09
0.000124213,0.00109002,0,3.86296e-09
0.000129663,0.00104611,0,3.74934e-09
0.000134894,0.00100156,0,3.63906e-09
0.000139901,0.000956442,0,3.53203e-09
0.000144684,0.000910804,0,3.42815e-09
0.000149238,0.00086471,0,3.32732e-09
0.000153561,0.000818217,0,3.22946e-09
0.000157652,0.000771386,0,3.13448e-09
0.000161509,0.000724273,0,3.04228e-09
0.000165131,0.000676937,0,2.95281e-09
0.000168515,0.000629435,0,2.86596e-09
0.000171663,0.000581824,0,2.78167e-09
0.000174572,0.00053416,0,2.69985e-09
0.000177242,0.000486499,0,2.62044e-09
0.000179675,0.000438894,0,2.54337e-09
0.000181869,0.000391401,0,2.46857e-09
0.000183826,0.000344073,0,2.39596e-09
0.000185547,0.000296961,0,2.32549e-09
0.000187032,0.000250117,0,2.2571e-09
0.000188282,0.000203591,0,2.19071e-09
0.0001893,0.000157433,0,2.12628e-09
0.000190087,0.000111692,0,2.06374e-09
0.000190646,6.64133e-05,0,2.00304e-09
0.000190978,2.16442e-05,0,1.94413e-09
0.000191086,-2.25706e-05,0,1.88695e-09
0.000190973,-6.61875e-05,0,1.83145e-09
0.000190642,-0.000109164,0,1.77758e-09
0.000190096,-0.000151459,0,1.7253e-09
0.000189339,-0.000193033,0,1.67456e-09
0.000188374,-0.000233848,0,1.62531e-09
0.000187205,-0.000273865,0,1.5775e-09
0.000185835,-0.00031305,0,1.53111e-09
0.00018427,-0.000351369,0,1.48607e-09
0.000182513,-0.000388787,0,1.44237e-09
0.000180569,-0.000425275,0,1.39994e-09
0.000178443,-0.000460802,0,1.35877e-09
0.000176139,-0.000495339,0,1.3188e-09
0.000173662,-0.000528861,0,1.28002e-09
0.000171018,-0.00056134,0,1.24237e-09
0.000168211,-0.000592755,0,1.20583e-09
0.000165247,-0.000623081,0,1.17036e-09
0.000162132,-0.000652299,0,1.13594e-09
0.000158871,-0.000680389,0,1.10253e-09
0.000155469,-0.000707334,0,1.0701e-09
0.000151932,-0.000733116,0,1.03863e-09
0.000148266,-0.000757723,0,1.00808e-09
0.000144478,-0.00078114,0,9.78432e-10
0.000140572,-0.000803356,0,9.49655e-10
0.000136555,-0.000824362,0,9.21724e-10
0.000132433,-0.000844147,0,8.94614e-10
0.000128213,-0.000862707,0,8.68302e-10
0.000123899,-0.000880035,0,8.42764e-10
0.000119499,-0.000896126,0,8.17977e-10
0.000115018,-0.00091098,0,7.93918e-10
0.000110464,-0.000924594,0,7.70568e-10
0.000105841,-0.000936969,0,7.47904e-10
0.000101156,-0.000948107,0,7.25907e-10
9.64152e-05,-0.000958011,0,7.04557e-10
9.16251e-05,-0.000966685,0,6.83834e-10
8.67917e-05,-0.000974136,0,6.63722e-10
8.1921e-05,-0.00098037,0,6.442e-10
7.70191e-05,-0.000985397,0,6.25253e-10
7.20922e-05,-0.000989226,0,6.06864e-10
6.7146e-05,-0.000991869,0,5.89015e-10
6.21867e-05,-0.000993336,0,5.71691e-10
5.722e-05,-0.000993643,0,5.54876e-10
5.22518e-05,-0.000992804,0,5.38556e-10
4.72878e-05,-0.000990834,0,5.22716e-10
4.23336e-05,-0.000987751,0,5.07342e-10
3.73948e-05,-0.000983572,0,4.92421e-10
3.2477e-05,-0.000978316,0,4.77938e-10
2.75854e-05,-0.000972003,0,4.63881e-10
2.27254e-05,-0.000964655,0,4.50237e-10
1.79021e-05,-0.000956293,0,4.36995e-10
1.31206e-05,-0.00094694,0,4.24142e-10
8.38595e-06,-0.000936619,0,4.11667e-10
3.70286e-06,-0.000925355,0,3.99559e-10
-9.23916e-07,-0.000913172,0,3.87808e-10
-5.48978e-06,-0.000900098,0,3.76402e-10
-9.99027e-06,-0.000886158,0,3.65331e-10
-1.44211e-05,-0.000871379,0,3.54586e-10
-1.87779e-05,-0.00085579,0,3.44157e-10
-2.30569e-05,-0.000839419,0,3.34035e-10
-2.7254e-05,-0.000822294,0,3.2421e-10
-3.13655e-05,-0.000804446,0,3.14675e-10
-3.53877e-05,-0.000785904,0,3.05419e-10
-3.93172e-05,-0.000766698,0,2.96436e-10
-4.31507e-05,-0.000746859,0,2.87718e-10
-4.6885e-05,-0.000726418,0,2.79255e-10
-5.05171e-05,-0.000705406,0,2.71042e-10
-5.40441e-05,-0.000683856,0,2.6307e-10
-5.74634e-05,-0.000661798,0,2.55333e-10
-6.07724e-05,-0.000639264,0,2.47823e-10
-6.39687e-05,-0.000616287,0,2.40534e-10
-6.70501e-05,-0.000592899,0,2.3346e-10
-7.00146e-05,-0.000569132,0,2.26593e-10
-7.28603e-05,-0.000545018,0,2.19929e-10
-7.55854e-05,-0.000520589,0,2.1346e-10
-7.81883e-05,-0.000495878,0,2.07182e-10
-8.06677e-05,-0.000470916,0,2.01088e-10
-8.30223e-05,-0.000445736,0,1.95174e-10
-8.5251e-05,-0.000420369,0,1.89434e-10
-8.73528e-05,-0.000394847,0,1.83862e-10
-8.9327e-05,-0.000369201,0,1.78454e-10
-9.11731e-05,-0.000343463,0,1.73206e-10
-9.28904e-05,-0.000317662,0,1.68111e-10
-9.44787e-05,-0.000291831,0,1.63167e-10
-9.59378e-05,-0.000265997,0,1.58368e-10
-9.72678e-05,-0.000240193,0,1.5371e-10
-9.84688e-05,-0.000214445,0,1.49189e-10
-9.9541e-05,-0.000188785,0,1.44801e-10
-0.000100485,-0.000163239,0,1.40542e-10
-0.000101301,-0.000137836,0,1.36409e-10
-0.00010199,-0.000112604,0,1.32397e-10
-0.000102553,-8.75677e-05,0,1.28503e-10
-0.000102991,-6.2755e-05,0,1.24723e-10
-0.000103305,-3.81912e-05,0,1.21055e-10
-0.000103496,-1.39012e-05,0,1.17494e-10
-0.000103565,1.00906e-05,0,1.14039e-10
-0.000103515,3.37604e-05,0,1.10685e-10
-0.000103346,5.70852e-05,0,1.07429e-10
-0.000103061,8.00427e-05,0,1.0427e-10
-0.000102661,0.000102611,0,1.01203e-10
-0.000102147,0.00012477,0,9.82262e-11
-0.000101524,0.000146498,0,9.53372e-11
-0.000100791,0.000167777,0,9.25332e-11
-9.99522e-05,0.000188588,0,8.98116e-11
-9.90093e-05,0.000208913,0,8.71701e-11
-9.79647e-05,0.000228735,0,8.46063e-11
-9.6821e-05,0.000248038,0,8.21179e-11
-9.55809e-05,0.000266805,0,7.97026e-11
-9.42468e-05,0.000285023,0,7.73584e-11
-9.28217e-05,0.000302678,0,7.50832e-11
-9.13083e-05,0.000319757,0,7.28749e-11
-8.97095e-05,0.000336247,0,7.07315e-11
-8.80283e-05,0.000352137,0,6.86511e-11
-8.62676e-05,0.000367417,0,6.6632e-11
-8.44305e-05,0.000382076,0,6.46722e-11
-8.25202e-05,0.000396107,0,6.27701e-11
-8.05396e-05,0.000409501,0,6.09239e-11
-7.84921e-05,0.000422251,0,5.9132e-11
-7.63809e-05,0.000434351,0,5.73929e-11
-7.42091e-05,0.000445795,0,5.57048e-11
-7.19801e-05,0.000456578,0,5.40665e-11
-6.96972e-05,0.000466697,0,5.24763e-11
-6.73637e-05,0.000476148,0,5.09329e-11
-6.4983e-05,0.00048493,0,4.94348e-11
-6.25584e-05,0.000493041,0,4.79809e-11
-6.00932e-05,0.00050048,0,4.65697e-11
-5.75908e-05,0.000507247,0,4.52e-11
-5.50545e-05,0.000513344,0,4.38706e-11
-5.24878e-05,0.000518772,0,4.25802e-11
-4.98939e-05,0.000523533,0,4.13279e-11
-4.72763e-05,0.000527631,0,4.01124e-11
-4.46381e-05,0.000531069,0,3.89326e-11
-4.19828e-05,0.000533852,0,3.77875e-11
-3.93135e-05,0.000535986,0,3.66761e-11
-3.66336e-05,0.000537475,0,3.55974e-11
-3.39462e-05,0.000538328,0,3.45504e-11
-3.12546e-05,0.00053855,0,3.35342e-11
-2.85618e-05,0.000538151,0,3.25479e-11
-2.58711e-05,0.000537138,0,3.15906e-11
-2.31854e-05,0.000535521,0,3.06615e-11
-2.05078e-05,0.000533309,0,2.97597e-11
-1.78412e-05,0.000530512,0,2.88844e-11
-1.51887e-05,0.000527142,0,2.80349e-11
-1.25529e-05,0.000523209,0,2.72103e-11
-9.9369e-06,0.000518726,0,2.641e-11
-7.34327e-06,0.000513705,0,2.56332e-11
-4.77475e-06,0.000508158,0,2.48793e-11
-2.23396e-06,0.000502098,0,2.41476e-11
2.7653e-07,0.000495539,0,2.34374e-11
2.75423e-06,0.000488496,0,2.2748e-11
5.19671e-06,0.000480982,0,2.2079e-11
7.60162e-06,0.000473013,0,2.14296e-11
9.96669e-06,0.000464603,0,2.07993e-11
1.22897e-05,0.000455767,0,2.01876e-11
1.45685e-05,0.000446522,0,1.95938e-11
1.68011e-05,0.000436883,0,1.90175e-11
1.89856e-05,0.000426867,0,1.84582e-11
2.11199e-05,0.000416489,0,1.79153e-11
2.32023e-05,0.000405767,0,1.73884e-11
2.52312e-05,0.000394717,0,1.68769e-11
2.72048e-05,0.000383356,0,1.63806e-11
2.91215e-05,0.000371702,0,1.58988e-11
3.09801e-05,0.00035977,0,1.54312e-11
3.27789e-05,0.00034758,0,1.49773e-11
3.45168e-05,0.000335148,0,1.45368e-11
3.61925e-05,0.000322491,0,1.41093e-11
3.7805e-05,0.000309627,0,1.36943e-11
3.93531e-05,0.000296574,0,1.32915e-11
4.0836e-05,0.000283349,0,1.29006e-11
4.22527e-05,0.000269969,0,1.25211e-11
4.36026e-05,0.000256451,0,1.21529e-11
4.48848e-05,0.000242814,0,1.17954e-11
4.60989e-05,0.000229074,0,1.14485e-11
4.72443e-05,0.000215248,0,1.11118e-11
4.83205e-05,0.000201354,0,1.0785e-11
4.93273e-05,0.000187408,0,1.04678e-11
5.02643e-05,0.000173427,0,1.01599e-11
5.11315e-05,0.000159427,0,9.86107e-12
5.19286e-05,0.000145425,0,9.57104e-12
5.26557e-05,0.000131438,0,9.28954e-12
5.33129e-05,0.00011748,0,9.01632e-12
5.39003e-05,0.000103567,0,8.75113e-12
5.44182e-05,8.97155e-05,0,8.49375e-12
5.48667e-05,7.59399e-05,0,8.24393e-12
5.52464e-05,6.22552e-05,0,8.00146e-12
5.55577e-05,4.8676e-05,0,7.76613e-12
5.58011e-05,3.52165e-05,0,7.53771e-12
5.59772e-05,2.18906e-05,0,7.31601e-12
5.60866e-05,8.71185e-06,0,7.10084e-12
5.61302e-05,-4.3064e-06,0,6.89199e-12
5.61087e-05,-1.71513e-05,0,6.68928e-12
5.60229e-05,-2.98103e-05,0,6.49254e-12
5.58738e-05,-4.22713e-05,0,6.30158e-12
5.56625e-05,-5.45226e-05,0,6.11624e-12
5.53899e-05,-6.65526e-05,0,5.93635e-12
5.50571e-05,-7.83506e-05,0,5.76175e-12
5.46654e-05,-8.99058e-05,0,5.59229e-12
5.42158e-05,-0.000101208,0,5.42781e-12
5.37098e-05,-0.000112248,0,5.26817e-12
5.31485e-05,-0.000123016,0,5.11322e-12
5.25335e-05,-0.000133504,0,4.96283e-12
5.18659e-05,-0.000143702,0,4.81687e-12
5.11474e-05,-0.000153603,0,4.6752e-12
5.03794e-05,-0.000163199,0,4.53769e-12
4.95634e-05,-0.000172484,0,4.40423e-12
4.8701e-05,-0.00018145,0,4.27469e-12
